curvature,fit,iter,len,mean_access_cost,mean_train_cost,mean_train_dist,total,transport
0.0,0.1381012499332428,280.0,0.6634179353713989,0.6286969780921936,0.21042954921722412,1.0521479845046997,0.8854318261146545,0.08391265571117401
0.0,0.14023974537849426,290.0,0.7404641509056091,0.633181095123291,0.2300628423690796,1.1503140926361084,0.9670283198356628,0.08632439374923706
0.0,0.1409069299697876,300.0,0.6720390319824219,0.6352962255477905,0.234054297208786,1.170271396636963,0.8998810052871704,0.08693504333496094
0.0,0.1450507491827011,310.0,0.545445442199707,0.6440322995185852,0.1944296658039093,0.9721482992172241,0.77434241771698,0.08384619653224945
0.0,0.14664699137210846,320.0,0.549563467502594,0.6457818150520325,0.19659289717674255,0.9829645156860352,0.7804479002952576,0.0842374786734581
0.0,0.1464923918247223,330.0,0.6372470855712891,0.6491638422012329,0.22445020079612732,1.122251033782959,0.8711008429527283,0.0873613953590393
0.0,0.151998832821846,340.0,0.6648379564285278,0.6631729006767273,0.2168077975511551,1.0840387344360352,0.9048348665237427,0.08799806982278824
0.0,0.1524358093738556,350.0,0.7149345278739929,0.6614937782287598,0.25296634435653687,1.264831781387329,0.958816409111023,0.09144601225852966
0.0,0.15479756891727448,360.0,0.6107385754585266,0.6683210730552673,0.20158633589744568,1.0079317092895508,0.8525269031524658,0.08699074387550354
0.0,0.16465327143669128,370.0,0.6001953482627869,0.6895977854728699,0.21121898293495178,1.0560948848724365,0.8549302816390991,0.09008166939020157
0.0,0.17288491129875183,380.0,0.5945621132850647,0.7087810039520264,0.20359545946121216,1.017977237701416,0.8586846590042114,0.0912376344203949
0.0,0.1707715094089508,390.0,0.522062361240387,0.7032511234283447,0.19591525197029114,0.9795764088630676,0.7827505469322205,0.0899166464805603
0.0,0.161610409617424,400.0,0.47222352027893066,0.6849775910377502,0.16718032956123352,0.83590167760849,0.7190497517585754,0.08521578460931778
0.0,0.1591499149799347,410.0,0.49215593934059143,0.6806105971336365,0.17894315719604492,0.8947156667709351,0.7372612357139587,0.08595537394285202
0.0,0.155252605676651,420.0,0.4829466938972473,0.6719763875007629,0.16655021905899048,0.8327509164810181,0.7220519781112671,0.08385264873504639
0.0,0.15261103212833405,430.0,0.6346263289451599,0.6623475551605225,0.22985199093818665,1.1492600440979004,0.8764573335647583,0.08921995759010315
0.0,0.15393409132957458,440.0,0.6630537509918213,0.6658749580383301,0.23176982998847961,1.1588490009307861,0.906752347946167,0.08976447582244873
0.0,0.15810558199882507,450.0,0.6299487948417664,0.6767722964286804,0.2300216257572174,1.1501080989837646,0.87873375415802,0.09067939966917038
0.0,0.16006425023078918,460.0,0.6839920878410339,0.6816299557685852,0.242518812417984,1.2125940322875977,0.9364712238311768,0.09241487085819244
0.0,0.16360311210155487,470.0,0.5975736975669861,0.6883031129837036,0.20195341110229492,1.0097672939300537,0.8502025008201599,0.08902566879987717
0.0,0.16669687628746033,480.0,0.5452460050582886,0.6959824562072754,0.16875356435775757,0.8437678813934326,0.7984164953231812,0.08647360652685165
0.0,0.16968967020511627,490.0,0.5913937091827393,0.7005852460861206,0.18824267387390137,0.9412134885787964,0.8499661684036255,0.08888279646635056
0.0,0.16994978487491608,499.0,0.537712574005127,0.6998024582862854,0.1857876032590866,0.9289379119873047,0.7962213754653931,0.08855900913476944
